# x y z (NED)
2.500, 5.500, -1.424,
2.496, 5.600, -1.424,
2.493, 5.700, -1.424,
2.491, 5.800, -1.424,
2.489, 5.900, -1.424,
2.488, 6.000, -1.424,
2.487, 6.100, -1.424,
2.486, 6.200, -1.424,
2.485, 6.300, -1.424,
2.485, 6.400, -1.424,
2.485, 6.500, -1.424,
2.486, 6.600, -1.424,
2.487, 6.700, -1.424,
2.487, 6.800, -1.424,
2.489, 6.900, -1.424,
2.490, 7.000, -1.424,
2.491, 7.100, -1.424,
2.493, 7.200, -1.424,
2.495, 7.300, -1.424,
2.498, 7.400, -1.424,
2.500, 7.500, -1.424,
2.503, 7.600, -1.424,
2.505, 7.700, -1.424,
2.508, 7.800, -1.424,
2.512, 7.900, -1.424,
2.515, 7.999, -1.424,
2.519, 8.099, -1.424,
2.522, 8.199, -1.424,
2.526, 8.299, -1.424,
2.530, 8.399, -1.424,
2.534, 8.499, -1.424,
2.539, 8.599, -1.424,
2.543, 8.699, -1.424,
2.548, 8.799, -1.424,
2.553, 8.899, -1.424,
2.557, 8.999, -1.424,
2.562, 9.098, -1.424,
2.568, 9.198, -1.424,
2.573, 9.298, -1.424,
2.578, 9.398, -1.424,
2.583, 9.498, -1.424,
2.589, 9.598, -1.424,
2.594, 9.698, -1.424,
2.600, 9.797, -1.424,
2.606, 9.897, -1.424,
2.611, 9.997, -1.424,
2.617, 10.097, -1.424,
2.623, 10.197, -1.424,
2.628, 10.297, -1.424,
2.634, 10.396, -1.424,
2.640, 10.496, -1.424,
2.646, 10.596, -1.424,
2.651, 10.696, -1.424,
2.657, 10.796, -1.424,
2.662, 10.896, -1.424,
2.668, 10.996, -1.424,
2.673, 11.095, -1.424,
2.678, 11.195, -1.424,
2.683, 11.295, -1.424,
2.688, 11.395, -1.424,
2.692, 11.495, -1.424,
2.696, 11.595, -1.424,
2.700, 11.695, -1.424,
2.704, 11.795, -1.424,
2.708, 11.895, -1.424,
2.711, 11.995, -1.424,
2.713, 12.095, -1.424,
2.715, 12.195, -1.424,
2.717, 12.294, -1.424,
2.718, 12.394, -1.424,
2.719, 12.494, -1.424,
2.719, 12.594, -1.424,
2.719, 12.694, -1.424,
2.717, 12.794, -1.424,
2.716, 12.894, -1.424,
2.713, 12.994, -1.424,
2.709, 13.094, -1.424,
2.705, 13.194, -1.424,
2.700, 13.294, -1.424,
2.694, 13.394, -1.424,
2.687, 13.494, -1.424,
2.679, 13.593, -1.424,
2.671, 13.693, -1.424,
2.661, 13.793, -1.424,
2.651, 13.892, -1.424,
2.639, 13.991, -1.424,
2.627, 14.091, -1.424,
2.614, 14.190, -1.424,
2.601, 14.289, -1.424,
2.587, 14.388, -1.424,
2.573, 14.487, -1.424,
2.558, 14.586, -1.424,
2.544, 14.685, -1.424,
2.529, 14.784, -1.424,
2.516, 14.883, -1.424,
2.502, 14.982, -1.424,
2.490, 15.081, -1.424,
2.479, 15.181, -1.424,
2.470, 15.280, -1.424,
2.462, 15.380, -1.424,
2.457, 15.480, -1.424,
2.455, 15.580, -1.424,
2.456, 15.680, -1.424,
2.461, 15.780, -1.424,
2.470, 15.879, -1.424,
2.485, 15.978, -1.424,
2.504, 16.076, -1.424,
2.529, 16.173, -1.424,
2.559, 16.268, -1.424,
2.596, 16.361, -1.424,
2.639, 16.451, -1.424,
2.689, 16.538, -1.424,
2.744, 16.622, -1.424,
2.804, 16.701, -1.424,
2.870, 16.776, -1.424,
2.941, 16.847, -1.424,
3.016, 16.914, -1.424,
3.094, 16.976, -1.424,
3.176, 17.034, -1.424,
3.260, 17.087, -1.424,
3.347, 17.137, -1.424,
3.436, 17.182, -1.424,
3.527, 17.224, -1.424,
3.619, 17.262, -1.424,
3.713, 17.297, -1.424,
3.808, 17.329, -1.424,
3.903, 17.357, -1.424,
4.000, 17.383, -1.424,
4.097, 17.406, -1.424,
4.195, 17.426, -1.424,
4.294, 17.444, -1.424,
4.393, 17.459, -1.424,
4.492, 17.471, -1.424,
4.591, 17.481, -1.424,
4.691, 17.489, -1.424,
4.791, 17.495, -1.424,
4.891, 17.499, -1.424,
4.991, 17.500, -1.424,
5.091, 17.499, -1.424,
5.191, 17.497, -1.424,
5.291, 17.492, -1.424,
5.390, 17.485, -1.424,
5.490, 17.476, -1.424,
5.589, 17.465, -1.424,
5.689, 17.452, -1.424,
5.788, 17.438, -1.424,
5.886, 17.421, -1.424,
5.984, 17.402, -1.424,
6.082, 17.381, -1.424,
6.179, 17.358, -1.424,
6.276, 17.333, -1.424,
6.372, 17.306, -1.424,
6.468, 17.276, -1.424,
6.563, 17.245, -1.424,
6.657, 17.211, -1.424,
6.750, 17.174, -1.424,
6.842, 17.136, -1.424,
6.934, 17.095, -1.424,
7.024, 17.051, -1.424,
7.112, 17.005, -1.424,
7.199, 16.956, -1.424,
7.285, 16.905, -1.424,
7.369, 16.850, -1.424,
7.451, 16.793, -1.424,
7.531, 16.733, -1.424,
7.608, 16.670, -1.424,
7.683, 16.603, -1.424,
7.755, 16.534, -1.424,
7.824, 16.462, -1.424,
7.890, 16.386, -1.424,
7.952, 16.308, -1.424,
8.011, 16.227, -1.424,
8.065, 16.143, -1.424,
8.114, 16.056, -1.424,
8.160, 15.967, -1.424,
8.200, 15.875, -1.424,
8.236, 15.782, -1.424,
8.267, 15.687, -1.424,
8.293, 15.590, -1.424,
8.314, 15.493, -1.424,
8.331, 15.394, -1.424,
8.343, 15.295, -1.424,
8.350, 15.195, -1.424,
8.354, 15.095, -1.424,
8.353, 14.995, -1.424,
8.349, 14.895, -1.424,
8.341, 14.796, -1.424,
8.330, 14.696, -1.424,
8.316, 14.597, -1.424,
8.299, 14.499, -1.424,
8.280, 14.401, -1.424,
8.258, 14.303, -1.424,
8.234, 14.206, -1.424,
8.207, 14.109, -1.424,
8.179, 14.013, -1.424,
8.150, 13.918, -1.424,
8.118, 13.823, -1.424,
8.085, 13.729, -1.424,
8.051, 13.635, -1.424,
8.016, 13.541, -1.424,
7.979, 13.448, -1.424,
7.942, 13.355, -1.424,
7.904, 13.263, -1.424,
7.865, 13.171, -1.424,
7.825, 13.079, -1.424,
7.785, 12.987, -1.424,
7.744, 12.896, -1.424,
7.703, 12.805, -1.424,
7.661, 12.714, -1.424,
7.619, 12.623, -1.424,
7.577, 12.533, -1.424,
7.534, 12.442, -1.424,
7.492, 12.352, -1.424,
7.449, 12.261, -1.424,
7.406, 12.171, -1.424,
7.364, 12.080, -1.424,
7.322, 11.990, -1.424,
7.279, 11.899, -1.424,
7.238, 11.808, -1.424,
7.196, 11.717, -1.424,
7.155, 11.626, -1.424,
7.114, 11.535, -1.424,
7.074, 11.443, -1.424,
7.034, 11.351, -1.424,
6.996, 11.259, -1.424,
6.957, 11.167, -1.424,
6.920, 11.074, -1.424,
6.883, 10.981, -1.424,
6.848, 10.888, -1.424,
6.813, 10.794, -1.424,
6.780, 10.699, -1.424,
6.748, 10.605, -1.424,
6.717, 10.510, -1.424,
6.687, 10.414, -1.424,
6.659, 10.318, -1.424,
6.633, 10.222, -1.424,
6.608, 10.125, -1.424,
6.585, 10.028, -1.424,
6.563, 9.930, -1.424,
6.544, 9.832, -1.424,
6.526, 9.733, -1.424,
6.511, 9.635, -1.424,
6.497, 9.536, -1.424,
